Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Fish Health Zone,Industry average L. salmonis motiles per fish,DFO average L. salmonis motiles per fish,Comments,Year Class
14-Jun-17,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,0.5,0.7,Statistical agreement between DFO and Industry counts,1
15-Jun-17,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,0.0,0.1,Statistical agreement between DFO and Industry counts,1
15-Jun-17,1338,Marine Harvest Canada,Mahatta East,50.47527,-127.79038,2.4,0.4,0.2,Statistical agreement between DFO and Industry counts,1
20-Jun-17,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,3.1,0.1,0.0,Statistical agreement between DFO and Industry counts,1
22-Jun-17,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0.4,0.2,Statistical agreement between DFO and Industry counts,1
12-Jul-17,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,3.4,0.1,0.1,Statistical agreement between DFO and Industry counts,2
14-Jul-17,1144,Cermaq Canada,Burdwood,50.79690,-126.49581,3.3,0.4,0.3,Statistical agreement between DFO and Industry counts,2
18-Jul-17,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,0.2,0.1,Statistical agreement between DFO and Industry counts,1
15-Aug-17,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,3.1,0.2,0.0,Statistical agreement between DFO and Industry counts,1
15-Aug-17,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,3.5,4.3,3.8,Statistical agreement between DFO and Industry counts,1
30-Aug-17,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,0.5,0.5,Statistical agreement between DFO and Industry counts,1
13-Sep-17,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,3.2,0.3,0.0,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
17-Oct-17,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,0.6,0.6,Statistical agreement between DFO and Industry counts,2
25-Oct-17,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,6.6,6.2,Statistical agreement between DFO and Industry counts,2
26-Oct-17,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,3.4,3.0,3.3,Statistical agreement between DFO and Industry counts,1
31-Oct-17,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,3.8,3.5,Statistical agreement between DFO and Industry counts,1
9-Nov-17,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,2.4,5.1,7.7,Statistically significant difference between DFO and Industry counts; Follow-up actions taken,2
16-Nov-17,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,3.1,1.0,1.1,Statistical agreement between DFO and Industry counts,1
22-Nov-17,520,Cermaq Canada,Bedwell,49.26548,-125.81247,2.3,1.0,1.1,Statistical agreement between DFO and Industry counts,1
24-Jan-18,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,0.3,0.3,Statistical agreement between DFO and Industry counts,1
24-Jan-18,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,3.1,2.5,Statistical agreement between DFO and Industry counts,1
26-Jan-18,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,3.4,0.1,0.0,Statistical agreement between DFO and Industry counts,2
7-Feb-18,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,3.2,0.0,0.0,Statistical agreement between DFO and Industry counts,1
14-Feb-18,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,2.4,2.1,3.1,Statistical agreement between DFO and Industry counts,2
28-Feb-18,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,1.8,1.8,Statistical agreement between DFO and Industry counts,2
28-Feb-18,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,15.5,22.1,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
8-Mar-18,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,0.1,0.1,Statistical agreement between DFO and Industry counts,1
6-Apr-18,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,0.1,0.1,Statistical agreement between DFO and Industry counts,1
11-Apr-18,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,0.0,0.1,Statistical agreement between DFO and Industry counts,1
11-Apr-18,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,0.2,0.1,Statistical agreement between DFO and Industry counts,2
12-Apr-18,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,3.3,0.8,0.5,Statistical agreement between DFO and Industry counts,1
12-Apr-18,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,0.1,0.0,Statistical agreement between DFO and Industry counts,2
24-Apr-18,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,3.4,0.0,0.0,Statistical agreement between DFO and Industry counts,2
25-Apr-18,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,1.7,1.1,Statistical agreement between DFO and Industry counts,2
25-Apr-18,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,0.1,0.3,Statistical agreement between DFO and Industry counts,1
25-Apr-18,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,3.4,0.3,0.3,Statistical agreement between DFO and Industry counts,1
26-Apr-18,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,0.7,0.3,Statistical agreement between DFO and Industry counts,1
26-Apr-18,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,3.4,0.1,0.1,Statistical agreement between DFO and Industry counts,2
27-Apr-18,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,0.2,0.1,Statistical agreement between DFO and Industry counts,2
7-May-18,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,2.4,11.9,11.5,Statistical agreement between DFO and Industry counts,2
7-May-18,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,2.4,2.7,3.0,Statistical agreement between DFO and Industry counts,2
8-May-18,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,2.4,0.3,0.5,Statistical agreement between DFO and Industry counts,1
8-May-18,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,2.4,0.1,0.1,Statistical agreement between DFO and Industry counts,1
16-May-18,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,3.1,0.1,0.0,Statistical agreement between DFO and Industry counts,2
16-May-18,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,0.0,0.0,Statistical agreement between DFO and Industry counts,2
16-May-18,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,0.0,0.0,Statistical agreement between DFO and Industry counts,2
28-May-18,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,2.3,3.2,3.9,Statistical agreement between DFO and Industry counts,1
29-May-18,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,4.6,5.3,Statistical agreement between DFO and Industry counts,1
29-May-18,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,2.3,4.2,7.0,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
30-May-18,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,18.4,21.8,Statistical agreement between DFO and Industry counts,2
30-May-18,526,Cermaq Canada,Rant Point,49.25670,-125.84153,2.3,9.7,12.2,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
6-Jun-18,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,0.3,0.4,Statistical agreement between DFO and Industry counts,1
6-Jun-18,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,0.0,0.0,Statistical agreement between DFO and Industry counts; Audit included only one pen.,2
7-Jun-18,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,0.2,0.0,Statistical agreement between DFO and Industry counts,1
27-Jun-18,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0.5,0.1,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
9-Jul-18,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,0.1,0.1,Statistical agreement between DFO and Industry counts,2
17-Jul-18,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,1.3,1.3,Statistical agreement between DFO and Industry counts,2
18-Jul-18,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,0.4,0.1,Statistical agreement between DFO and Industry counts,1
19-Jul-18,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,0.6,0.8,Statistical agreement between DFO and Industry counts,2
28-Aug-18,526,Cermaq Canada,Rant Point,49.25670,-125.84153,2.3,15.7,20.5,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
26-Sep-18,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0.9,1.4,Statistical agreement between DFO and Industry counts,2
10-Oct-18,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,2.9,2.6,Statistical agreement between DFO and Industry counts,1
10-Oct-18,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,1.0,0.8,Statistical agreement between DFO and Industry counts,1
11-Oct-18,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,0.3,0.7,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
22-Oct-18,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,0.4,0.3,Statistical agreement between DFO and Industry counts; Audit included only 2 pens.,2
24-Oct-18,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,0.0,0.0,Statistical agreement between DFO and Industry counts,1
31-Oct-18,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,3.2,0.1,0.1,Statistical agreement between DFO and Industry counts,2
21-Nov-18,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,2.5,3.5,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
16-Jan-19,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,3.4,1.3,1.4,Statistical agreement between DFO and Industry counts,2
23-Jan-19,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,0.3,0.2,Statistical agreement between DFO and Industry counts,1
29-Jan-19,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,2.4,0.6,0.3,Statistical agreement between DFO and Industry counts,2
20-Feb-19,1691,MOWI Canada West,Kid Bay,52.80048,-128.40111,3.5,0.4,0.4,Statistical agreement between DFO and Industry counts,2
26-Feb-19,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
26-Feb-19,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
27-Feb-19,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,6.7,5.5,Statistical agreement between DFO and Industry counts,2
7-Mar-19,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,3.2,0.3,0.2,Statistical agreement between DFO and Industry counts,2
3-Apr-19,465,MOWI Canada West,Swanson,50.61871,-126.70473,3.3,0.1,0.0,Statistical agreement between DFO and Industry counts,2
4-Apr-19,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,3.3,0.1,0.1,Statistical agreement between DFO and Industry counts,1
4-Apr-19,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,3.3,0.2,0.2,Statistical agreement between DFO and Industry counts,2
9-Apr-19,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,3.4,0.0,0.2,Statistical agreement between DFO and Industry counts,2
9-Apr-19,892,MOWI Canada West,Bell Island,50.83242,-127.52057,3.4,0.8,1.7,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
10-Apr-19,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,3.4,2.6,2.1,Statistical agreement between DFO and Industry counts,2
11-Apr-19,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,3.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
12-Apr-19,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,0.5,0.4,Statistical agreement between DFO and Industry counts,2
15-Apr-19,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,3.4,0.3,0.1,Statistical agreement between DFO and Industry counts,1
16-Apr-19,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1.8,1.7,Statistical agreement between DFO and Industry counts,2
16-Apr-19,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,3.3,1.0,1.7,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
17-Apr-19,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,3.3,0.0,0.2,Statistical agreement between DFO and Industry counts,1
2-May-19,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,3.2,0.1,0.1,Statistical agreement between DFO and Industry counts,1
7-May-19,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,0.3,0.1,Statistical agreement between DFO and Industry counts,2
7-May-19,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,1.0,1.3,Statistical agreement between DFO and Industry counts,2
8-May-19,7714,MOWI Canada West,Alexander,52.67648,-128.57494,3.5,0.3,0.4,Statistical agreement between DFO and Industry counts,1
9-May-19,144,MOWI Canada West,Koskimo,50.45861,-127.88988,2.4,0.3,0.3,Statistical agreement between DFO and Industry counts,1
16-May-19,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,0.0,0.1,Statistical agreement between DFO and Industry counts,1
16-May-19,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,0.1,0.0,Statistical agreement between DFO and Industry counts; Audit included only 2 pens.,1
22-May-19,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,20.3,17.7,Statistical agreement between DFO and Industry counts,2
23-May-19,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,0.3,0.2,Statistical agreement between DFO and Industry counts,1
23-May-19,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,0.2,0.1,Statistical agreement between DFO and Industry counts,1
3-Jun-19,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,0.1,0.3,Statistical agreement between DFO and Industry counts,1
4-Jun-19,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,0.1,0.0,Statistical agreement between DFO and Industry counts,1
4-Jun-19,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
5-Jun-19,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,0.0,0.1,Statistical agreement between DFO and Industry counts,1
5-Jun-19,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,0.0,0.3,Statistical agreement between DFO and Industry counts,1
13-Jun-19,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,1.0,1.6,Statistical agreement between DFO and Industry counts,2
18-Jun-19,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,0.3,0.2,Statistical agreement between DFO and Industry counts,1
26-Jun-19,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,3.2,2.0,2.3,Statistical agreement between DFO and Industry counts,2
3-Jul-19,1382,MOWI Canada West,Robertson,50.93155,-127.42258,3.4,0.3,0.5,Statistical agreement between DFO and industry counts,2
5-Jul-19,739,MOWI Canada West,Upper Retreat,50.72183,-126.5681,3.3,0.1,0.1,Statistical agreement between DFO and industry counts,1
6-Aug-19,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,3.2,0.3,0.6,Statistical agreement between DFO and industry counts,2
21-Aug-19,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,0.0,0.0,Statistical agreement between DFO and industry counts,1
4-Sep-19,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,3.0,4.5,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
12-Sep-19,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,6.8,7.4,Statistical agreement between DFO and industry counts,1
19-Sep-19,211,MOWI Canada West,Okisollo,50.30946,-125.31618,3.2,4.3,4.4,Statistical agreement between DFO and industry counts,1
3-Oct-19,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,0.4,0.4,Statistical agreement between DFO and industry counts,2
8-Oct-19,1238,MOWI Canada West,Mahatta West,50.83427,-127.47113,2.4,14.5,13.9,Statistical agreement between DFO and industry counts,1
23-Oct-19,1691,MOWI Canada West,Kid Bay,52.80048,-128.40111,3.5,1.1,1.7,Statistical agreement between DFO and industry counts,2
20-Nov-19,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1.4,2.4,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
27-Nov-19,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2.4,1.7,Statistical agreement between DFO and industry counts,2
10-Dec-19,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,0.3,0.6,Statistical agreement between DFO and industry counts,1
8-Jan-20,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,6.2,9.2,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
21-Jan-20,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
30-Jan-20,1237,MOWI Canada West,Monday Rocks,50.48568,-127.87265,2.4,0.5,1.4,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
13-Feb-20,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,4.4,3.7,Statistical agreement between DFO and Industry counts,2
13-Feb-20,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,3.1,5.1,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
19-Feb-20,7713,MOWI Canada West,Cougar,52.71993,-128.57432,3.5,0.7,1.1,Statistical agreement between DFO and Industry counts,1
25-Feb-20,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,1.6,2.0,Statistical agreement between DFO and industry counts,2
25-Feb-20,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,4.9,5.9,Statistical agreement between DFO and Industry counts,2
26-Feb-20,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,2.3,0.7,1.2,Statistical agreement between DFO and industry counts,1
10-Mar-20,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,1.0,0.6,Statistical agreement between DFO and Industry counts,2
